SubjID Var1 Var2 Var3 Patterns FreqPatterns initial_gik1 initial_gik2 final_gik1 final_gik2
ID130 3 2 2 322 41 0.5 0.5 0.4676 0.5324
ID131 3 1 4 314 40 0.5 0.5 1 0
ID132 2 2 3 223 44 0.5 0.5 0.5365 0.4635
ID133 2 1 4 214 46 0.5 0.5 1 0
ID134 2 1 3 213 55 0.5 0.5 1 0
ID135 3 1 4 314 40 0.5 0.5 1 0
ID136 3 1 3 313 40 0.5 0.5 1 0
ID137 3 1 4 314 40 0.5 0.5 1 0
ID138 2 2 1 221 26 0.5 0.5 0 1
ID139 1 2 4 124 26 0.5 0.5 0 1
ID14 2 2 4 224 44 0.5 0.5 0 1
ID140 2 1 2 212 34 0.5 0.5 1 0
ID141 1 1 2 112 34 0.5 0.5 1 0
ID142 3 2 1 321 41 0.5 0.5 0 1
ID143 3 1 1 311 39 0.5 0.5 0.4676 0.5324
ID144 2 2 1 221 26 0.5 0.5 0 1
ID145 1 2 2 122 40 0.5 0.5 0.4982 0.5018
ID146 3 2 3 323 47 0.5 0.5 0.4676 0.5324
ID147 1 1 3 113 40 0.5 0.5 1 0
ID148 3 1 3 313 40 0.5 0.5 1 0
ID149 2 2 4 224 44 0.5 0.5 0 1
ID15 3 1 3 313 40 0.5 0.5 1 0
ID150 2 1 3 213 55 0.5 0.5 1 0
ID151 1 2 1 121 50 0.5 0.5 0 1
ID152 3 1 1 311 39 0.5 0.5 0.4676 0.5324
ID153 2 2 3 223 44 0.5 0.5 0.5365 0.4635
ID154 1 1 1 111 47 0.5 0.5 0.4982 0.5018
ID155 3 1 4 314 40 0.5 0.5 1 0
ID156 3 2 1 321 41 0.5 0.5 0 1
ID157 3 2 4 324 54 0.5 0.5 0 1
ID158 1 2 1 121 50 0.5 0.5 0 1
ID159 2 2 4 224 44 0.5 0.5 0 1
ID16 1 1 3 113 40 0.5 0.5 1 0
ID160 2 2 4 224 44 0.5 0.5 0 1
ID161 1 1 4 114 45 0.5 0.5 1 0
ID162 2 2 3 223 44 0.5 0.5 0.5365 0.4635
ID163 3 1 3 313 40 0.5 0.5 1 0
ID164 3 2 4 324 54 0.5 0.5 0 1
ID165 1 1 4 114 45 0.5 0.5 1 0
ID166 2 2 4 224 44 0.5 0.5 0 1
ID167 1 1 2 112 34 0.5 0.5 1 0
ID168 2 1 3 213 55 0.5 0.5 1 0
ID169 3 2 2 322 41 0.5 0.5 0.4676 0.5324
ID17 3 2 1 321 41 0.5 0.5 0 1
ID170 3 2 4 324 54 0.5 0.5 0 1
ID171 1 1 4 114 45 0.5 0.5 1 0
ID172 3 2 4 324 54 0.5 0.5 0 1
ID173 2 1 4 214 46 0.5 0.5 1 0
ID174 1 1 2 112 34 0.5 0.5 1 0
ID175 1 1 2 112 34 0.5 0.5 1 0
ID176 2 1 2 212 34 0.5 0.5 1 0
ID177 3 2 3 323 47 0.5 0.5 0.4676 0.5324
ID178 1 1 2 112 34 0.5 0.5 1 0
ID179 2 2 4 224 44 0.5 0.5 0 1
ID18 3 2 3 323 47 0.5 0.5 0.4676 0.5324
ID180 2 2 4 224 44 0.5 0.5 0 1
ID181 1 2 3 123 44 0.5 0.5 0.4982 0.5018
ID182 2 2 4 224 44 0.5 0.5 0 1
ID183 1 2 2 122 40 0.5 0.5 0.4982 0.5018
ID184 1 2 1 121 50 0.5 0.5 0 1
ID185 2 1 1 211 52 0.5 0.5 0.5365 0.4635
ID186 1 2 3 123 44 0.5 0.5 0.4982 0.5018
ID187 3 2 1 321 41 0.5 0.5 0 1
ID188 1 2 2 122 40 0.5 0.5 0.4982 0.5018
ID189 1 1 2 112 34 0.5 0.5 1 0
ID19 1 1 3 113 40 0.5 0.5 1 0
ID190 2 1 2 212 34 0.5 0.5 1 0
ID191 1 2 1 121 50 0.5 0.5 0 1
ID192 2 1 3 213 55 0.5 0.5 1 0
ID193 1 1 4 114 45 0.5 0.5 1 0
ID194 1 1 3 113 40 0.5 0.5 1 0
ID195 1 2 2 122 40 0.5 0.5 0.4982 0.5018
ID196 3 2 2 322 41 0.5 0.5 0.4676 0.5324
ID197 3 2 2 322 41 0.5 0.5 0.4676 0.5324
ID198 2 1 4 214 46 0.5 0.5 1 0
ID199 1 1 3 113 40 0.5 0.5 1 0
ID2 3 2 1 321 41 0.5 0.5 0 1
ID20 1 1 4 114 45 0.5 0.5 1 0
ID200 2 1 1 211 52 0.5 0.5 0.5365 0.4635
ID201 3 2 2 322 41 0.5 0.5 0.4676 0.5324
ID202 2 1 3 213 55 0.5 0.5 1 0
ID203 3 2 1 321 41 0.5 0.5 0 1
ID204 2 2 4 224 44 0.5 0.5 0 1
ID205 3 2 3 323 47 0.5 0.5 0.4676 0.5324
ID206 1 1 3 113 40 0.5 0.5 1 0
ID207 1 1 2 112 34 0.5 0.5 1 0
ID208 1 1 3 113 40 0.5 0.5 1 0
ID209 1 1 4 114 45 0.5 0.5 1 0
ID21 1 2 1 121 50 0.5 0.5 0 1
ID210 3 2 3 323 47 0.5 0.5 0.4676 0.5324
ID211 2 2 2 222 30 0.5 0.5 0.5365 0.4635
ID212 1 2 4 124 26 0.5 0.5 0 1
ID213 2 1 1 211 52 0.5 0.5 0.5365 0.4635
ID214 1 2 1 121 50 0.5 0.5 0 1
ID215 3 2 4 324 54 0.5 0.5 0 1
ID216 3 2 3 323 47 0.5 0.5 0.4676 0.5324
ID217 1 2 1 121 50 0.5 0.5 0 1
ID218 2 2 3 223 44 0.5 0.5 0.5365 0.4635
ID219 3 1 3 313 40 0.5 0.5 1 0
ID22 1 2 4 124 26 0.5 0.5 0 1
ID220 1 1 2 112 34 0.5 0.5 1 0
ID221 3 2 3 323 47 0.5 0.5 0.4676 0.5324
ID222 2 2 4 224 44 0.5 0.5 0 1
ID223 1 2 1 121 50 0.5 0.5 0 1
ID224 1 2 1 121 50 0.5 0.5 0 1
ID225 1 1 1 111 47 0.5 0.5 0.4982 0.5018
ID226 1 1 3 113 40 0.5 0.5 1 0
ID227 1 1 1 111 47 0.5 0.5 0.4982 0.5018
ID228 3 1 2 312 41 0.5 0.5 1 0
ID229 2 1 1 211 52 0.5 0.5 0.5365 0.4635
ID23 3 1 1 311 39 0.5 0.5 0.4676 0.5324
ID230 2 2 2 222 30 0.5 0.5 0.5365 0.4635
ID231 2 2 4 224 44 0.5 0.5 0 1
ID232 3 1 1 311 39 0.5 0.5 0.4676 0.5324
ID233 1 2 4 124 26 0.5 0.5 0 1
ID234 2 2 4 224 44 0.5 0.5 0 1
ID235 2 1 2 212 34 0.5 0.5 1 0
ID236 1 2 2 122 40 0.5 0.5 0.4982 0.5018
ID237 2 2 2 222 30 0.5 0.5 0.5365 0.4635
ID238 1 1 4 114 45 0.5 0.5 1 0
ID239 1 2 3 123 44 0.5 0.5 0.4982 0.5018
ID24 2 1 1 211 52 0.5 0.5 0.5365 0.4635
ID240 2 1 3 213 55 0.5 0.5 1 0
ID241 3 2 2 322 41 0.5 0.5 0.4676 0.5324
ID242 1 1 4 114 45 0.5 0.5 1 0
ID243 3 1 2 312 41 0.5 0.5 1 0
ID244 1 2 2 122 40 0.5 0.5 0.4982 0.5018
ID245 2 2 4 224 44 0.5 0.5 0 1
ID246 1 2 3 123 44 0.5 0.5 0.4982 0.5018
ID247 2 1 1 211 52 0.5 0.5 0.5365 0.4635
ID248 2 1 3 213 55 0.5 0.5 1 0
ID249 2 1 4 214 46 0.5 0.5 1 0
ID25 3 1 4 314 40 0.5 0.5 1 0
ID250 3 1 1 311 39 0.5 0.5 0.4676 0.5324
ID251 1 2 2 122 40 0.5 0.5 0.4982 0.5018
ID252 1 2 3 123 44 0.5 0.5 0.4982 0.5018
ID253 1 2 2 122 40 0.5 0.5 0.4982 0.5018
ID254 1 2 2 122 40 0.5 0.5 0.4982 0.5018
ID255 3 2 1 321 41 0.5 0.5 0 1
ID256 1 1 2 112 34 0.5 0.5 1 0
ID257 2 2 4 224 44 0.5 0.5 0 1
ID258 1 1 4 114 45 0.5 0.5 1 0
ID259 2 1 3 213 55 0.5 0.5 1 0
ID26 2 1 2 212 34 0.5 0.5 1 0
ID260 2 2 4 224 44 0.5 0.5 0 1
ID261 1 1 2 112 34 0.5 0.5 1 0
ID262 1 1 3 113 40 0.5 0.5 1 0
ID263 1 1 3 113 40 0.5 0.5 1 0
ID264 1 2 4 124 26 0.5 0.5 0 1
ID265 3 2 2 322 41 0.5 0.5 0.4676 0.5324
ID266 1 1 1 111 47 0.5 0.5 0.4982 0.5018
ID267 1 1 1 111 47 0.5 0.5 0.4982 0.5018
ID268 1 1 2 112 34 0.5 0.5 1 0
ID269 2 1 3 213 55 0.5 0.5 1 0
ID27 1 1 1 111 47 0.5 0.5 0.4982 0.5018
ID270 2 1 2 212 34 0.5 0.5 1 0
ID271 3 2 1 321 41 0.5 0.5 0 1
ID272 2 1 3 213 55 0.5 0.5 1 0
ID273 3 1 1 311 39 0.5 0.5 0.4676 0.5324
ID274 1 2 1 121 50 0.5 0.5 0 1
ID275 1 2 3 123 44 0.5 0.5 0.4982 0.5018
ID276 1 2 1 121 50 0.5 0.5 0 1
ID277 1 2 4 124 26 0.5 0.5 0 1
ID278 1 2 2 122 40 0.5 0.5 0.4982 0.5018
ID279 3 1 4 314 40 0.5 0.5 1 0
ID28 2 2 3 223 44 0.5 0.5 0.5365 0.4635
ID280 1 2 3 123 44 0.5 0.5 0.4982 0.5018
ID281 1 2 4 124 26 0.5 0.5 0 1
ID282 3 1 3 313 40 0.5 0.5 1 0
ID283 3 2 3 323 47 0.5 0.5 0.4676 0.5324
ID284 2 1 3 213 55 0.5 0.5 1 0
ID285 1 2 3 123 44 0.5 0.5 0.4982 0.5018
ID286 1 1 2 112 34 0.5 0.5 1 0
ID287 1 2 1 121 50 0.5 0.5 0 1
ID288 2 1 3 213 55 0.5 0.5 1 0
ID289 1 2 2 122 40 0.5 0.5 0.4982 0.5018
ID29 3 2 4 324 54 0.5 0.5 0 1
ID290 2 1 1 211 52 0.5 0.5 0.5365 0.4635
ID291 1 2 1 121 50 0.5 0.5 0 1
ID292 1 2 3 123 44 0.5 0.5 0.4982 0.5018
ID293 3 1 2 312 41 0.5 0.5 1 0
ID294 3 2 2 322 41 0.5 0.5 0.4676 0.5324
ID295 2 2 4 224 44 0.5 0.5 0 1
ID296 2 1 2 212 34 0.5 0.5 1 0
ID297 1 1 2 112 34 0.5 0.5 1 0
ID298 3 2 2 322 41 0.5 0.5 0.4676 0.5324
ID299 1 1 1 111 47 0.5 0.5 0.4982 0.5018
ID3 3 1 3 313 40 0.5 0.5 1 0
ID30 2 1 1 211 52 0.5 0.5 0.5365 0.4635
ID300 1 1 4 114 45 0.5 0.5 1 0
ID301 2 2 4 224 44 0.5 0.5 0 1
ID302 1 2 3 123 44 0.5 0.5 0.4982 0.5018
ID303 2 1 3 213 55 0.5 0.5 1 0
ID304 2 2 3 223 44 0.5 0.5 0.5365 0.4635
ID305 2 2 2 222 30 0.5 0.5 0.5365 0.4635
ID306 2 2 3 223 44 0.5 0.5 0.5365 0.4635
ID307 3 1 2 312 41 0.5 0.5 1 0
ID308 3 1 1 311 39 0.5 0.5 0.4676 0.5324
ID309 3 1 1 311 39 0.5 0.5 0.4676 0.5324
ID31 1 1 4 114 45 0.5 0.5 1 0
ID310 3 2 4 324 54 0.5 0.5 0 1
ID311 1 2 3 123 44 0.5 0.5 0.4982 0.5018
ID312 3 1 3 313 40 0.5 0.5 1 0
ID313 3 2 4 324 54 0.5 0.5 0 1
ID314 3 2 4 324 54 0.5 0.5 0 1
ID315 2 2 3 223 44 0.5 0.5 0.5365 0.4635
ID316 3 1 2 312 41 0.5 0.5 1 0
ID317 3 1 1 311 39 0.5 0.5 0.4676 0.5324
ID318 3 1 1 311 39 0.5 0.5 0.4676 0.5324
ID319 1 1 1 111 47 0.5 0.5 0.4982 0.5018
ID32 3 2 1 321 41 0.5 0.5 0 1
ID320 1 2 1 121 50 0.5 0.5 0 1
ID321 3 2 1 321 41 0.5 0.5 0 1
ID322 2 1 4 214 46 0.5 0.5 1 0
ID323 3 1 4 314 40 0.5 0.5 1 0
ID324 2 2 2 222 30 0.5 0.5 0.5365 0.4635
ID325 1 1 1 111 47 0.5 0.5 0.4982 0.5018
ID326 2 2 2 222 30 0.5 0.5 0.5365 0.4635
ID327 2 2 2 222 30 0.5 0.5 0.5365 0.4635
ID328 2 1 3 213 55 0.5 0.5 1 0
ID329 1 2 1 121 50 0.5 0.5 0 1
ID33 3 1 3 313 40 0.5 0.5 1 0
ID330 1 1 3 113 40 0.5 0.5 1 0
ID331 1 2 3 123 44 0.5 0.5 0.4982 0.5018
ID332 3 2 1 321 41 0.5 0.5 0 1
ID333 3 2 2 322 41 0.5 0.5 0.4676 0.5324
ID334 1 1 4 114 45 0.5 0.5 1 0
ID335 1 2 3 123 44 0.5 0.5 0.4982 0.5018
ID336 3 1 2 312 41 0.5 0.5 1 0
ID337 1 2 1 121 50 0.5 0.5 0 1
ID338 3 1 3 313 40 0.5 0.5 1 0
ID339 2 1 2 212 34 0.5 0.5 1 0
ID34 1 1 4 114 45 0.5 0.5 1 0
ID340 1 2 1 121 50 0.5 0.5 0 1
ID341 1 1 3 113 40 0.5 0.5 1 0
ID342 3 1 1 311 39 0.5 0.5 0.4676 0.5324
ID343 2 1 2 212 34 0.5 0.5 1 0
ID344 3 2 2 322 41 0.5 0.5 0.4676 0.5324
ID345 2 1 4 214 46 0.5 0.5 1 0
ID346 1 1 4 114 45 0.5 0.5 1 0
ID347 2 1 4 214 46 0.5 0.5 1 0
ID348 3 2 4 324 54 0.5 0.5 0 1
ID349 2 1 1 211 52 0.5 0.5 0.5365 0.4635
ID35 3 1 3 313 40 0.5 0.5 1 0
ID350 3 2 4 324 54 0.5 0.5 0 1
ID351 3 1 4 314 40 0.5 0.5 1 0
ID352 1 1 3 113 40 0.5 0.5 1 0
ID353 2 1 1 211 52 0.5 0.5 0.5365 0.4635
ID354 1 1 3 113 40 0.5 0.5 1 0
ID355 2 1 2 212 34 0.5 0.5 1 0
ID356 2 1 3 213 55 0.5 0.5 1 0
ID357 2 1 3 213 55 0.5 0.5 1 0
ID358 2 2 3 223 44 0.5 0.5 0.5365 0.4635
ID359 1 2 1 121 50 0.5 0.5 0 1
ID36 2 1 1 211 52 0.5 0.5 0.5365 0.4635
ID360 2 1 4 214 46 0.5 0.5 1 0
ID361 1 2 1 121 50 0.5 0.5 0 1
ID362 2 1 4 214 46 0.5 0.5 1 0
ID363 1 1 1 111 47 0.5 0.5 0.4982 0.5018
ID364 3 1 4 314 40 0.5 0.5 1 0
ID365 2 1 1 211 52 0.5 0.5 0.5365 0.4635
ID366 1 2 2 122 40 0.5 0.5 0.4982 0.5018
ID367 3 2 2 322 41 0.5 0.5 0.4676 0.5324
ID368 2 2 1 221 26 0.5 0.5 0 1
ID369 3 1 4 314 40 0.5 0.5 1 0
ID37 1 1 2 112 34 0.5 0.5 1 0
ID370 2 1 1 211 52 0.5 0.5 0.5365 0.4635
ID371 3 2 4 324 54 0.5 0.5 0 1
ID372 3 1 2 312 41 0.5 0.5 1 0
ID373 1 1 1 111 47 0.5 0.5 0.4982 0.5018
ID374 2 1 3 213 55 0.5 0.5 1 0
ID375 3 1 2 312 41 0.5 0.5 1 0
ID376 1 2 1 121 50 0.5 0.5 0 1
ID377 1 1 1 111 47 0.5 0.5 0.4982 0.5018
ID378 3 2 2 322 41 0.5 0.5 0.4676 0.5324
ID379 2 2 1 221 26 0.5 0.5 0 1
ID38 3 2 1 321 41 0.5 0.5 0 1
ID380 3 2 3 323 47 0.5 0.5 0.4676 0.5324
ID381 2 2 3 223 44 0.5 0.5 0.5365 0.4635
ID382 2 2 4 224 44 0.5 0.5 0 1
ID383 2 1 4 214 46 0.5 0.5 1 0
ID384 1 2 1 121 50 0.5 0.5 0 1
ID385 2 1 3 213 55 0.5 0.5 1 0
ID386 1 1 4 114 45 0.5 0.5 1 0
ID387 1 2 4 124 26 0.5 0.5 0 1
ID388 1 1 1 111 47 0.5 0.5 0.4982 0.5018
ID389 2 2 3 223 44 0.5 0.5 0.5365 0.4635
ID39 1 2 4 124 26 0.5 0.5 0 1
ID390 2 1 3 213 55 0.5 0.5 1 0
ID391 3 1 2 312 41 0.5 0.5 1 0
ID392 3 1 2 312 41 0.5 0.5 1 0
ID393 1 1 2 112 34 0.5 0.5 1 0
ID394 2 2 4 224 44 0.5 0.5 0 1
ID395 2 2 4 224 44 0.5 0.5 0 1
ID396 3 2 3 323 47 0.5 0.5 0.4676 0.5324
ID397 3 2 3 323 47 0.5 0.5 0.4676 0.5324
ID398 3 2 3 323 47 0.5 0.5 0.4676 0.5324
ID399 3 2 1 321 41 0.5 0.5 0 1
ID4 2 2 3 223 44 0.5 0.5 0.5365 0.4635
ID40 1 1 1 111 47 0.5 0.5 0.4982 0.5018
ID400 2 1 3 213 55 0.5 0.5 1 0
ID401 1 2 2 122 40 0.5 0.5 0.4982 0.5018
ID402 1 1 1 111 47 0.5 0.5 0.4982 0.5018
ID403 3 2 4 324 54 0.5 0.5 0 1
ID404 1 2 3 123 44 0.5 0.5 0.4982 0.5018
ID405 2 1 4 214 46 0.5 0.5 1 0
ID406 2 2 4 224 44 0.5 0.5 0 1
ID407 3 1 1 311 39 0.5 0.5 0.4676 0.5324
ID408 2 1 4 214 46 0.5 0.5 1 0
ID409 1 2 3 123 44 0.5 0.5 0.4982 0.5018
ID41 2 1 4 214 46 0.5 0.5 1 0
ID410 3 2 3 323 47 0.5 0.5 0.4676 0.5324
ID411 1 1 1 111 47 0.5 0.5 0.4982 0.5018
ID412 1 1 1 111 47 0.5 0.5 0.4982 0.5018
ID413 3 2 4 324 54 0.5 0.5 0 1
ID414 2 1 1 211 52 0.5 0.5 0.5365 0.4635
ID415 1 2 4 124 26 0.5 0.5 0 1
ID416 1 2 1 121 50 0.5 0.5 0 1
ID417 2 1 3 213 55 0.5 0.5 1 0
ID418 2 2 4 224 44 0.5 0.5 0 1
ID419 2 1 2 212 34 0.5 0.5 1 0
ID42 3 1 2 312 41 0.5 0.5 1 0
ID420 2 1 1 211 52 0.5 0.5 0.5365 0.4635
ID421 1 2 2 122 40 0.5 0.5 0.4982 0.5018
ID422 3 2 1 321 41 0.5 0.5 0 1
ID423 3 2 3 323 47 0.5 0.5 0.4676 0.5324
ID424 2 1 1 211 52 0.5 0.5 0.5365 0.4635
ID425 3 2 4 324 54 0.5 0.5 0 1
ID426 3 1 1 311 39 0.5 0.5 0.4676 0.5324
ID427 3 1 4 314 40 0.5 0.5 1 0
ID428 2 2 2 222 30 0.5 0.5 0.5365 0.4635
ID429 3 1 4 314 40 0.5 0.5 1 0
ID43 3 2 2 322 41 0.5 0.5 0.4676 0.5324
ID430 3 1 4 314 40 0.5 0.5 1 0
ID431 2 2 2 222 30 0.5 0.5 0.5365 0.4635
ID432 2 1 4 214 46 0.5 0.5 1 0
ID433 3 1 1 311 39 0.5 0.5 0.4676 0.5324
ID434 2 2 3 223 44 0.5 0.5 0.5365 0.4635
ID435 3 1 4 314 40 0.5 0.5 1 0
ID436 2 1 3 213 55 0.5 0.5 1 0
ID437 2 2 3 223 44 0.5 0.5 0.5365 0.4635
ID438 1 1 1 111 47 0.5 0.5 0.4982 0.5018
ID439 2 1 3 213 55 0.5 0.5 1 0
ID44 1 2 3 123 44 0.5 0.5 0.4982 0.5018
ID440 3 2 4 324 54 0.5 0.5 0 1
ID441 1 2 1 121 50 0.5 0.5 0 1
ID442 1 2 2 122 40 0.5 0.5 0.4982 0.5018
ID443 3 2 1 321 41 0.5 0.5 0 1
ID444 2 1 2 212 34 0.5 0.5 1 0
ID445 1 2 1 121 50 0.5 0.5 0 1
ID446 1 1 4 114 45 0.5 0.5 1 0
ID447 3 1 3 313 40 0.5 0.5 1 0
ID448 3 2 2 322 41 0.5 0.5 0.4676 0.5324
ID449 3 1 2 312 41 0.5 0.5 1 0
ID45 3 2 4 324 54 0.5 0.5 0 1
ID450 1 1 4 114 45 0.5 0.5 1 0
ID451 2 2 2 222 30 0.5 0.5 0.5365 0.4635
ID452 2 2 3 223 44 0.5 0.5 0.5365 0.4635
ID453 3 2 3 323 47 0.5 0.5 0.4676 0.5324
ID454 3 2 4 324 54 0.5 0.5 0 1
ID455 3 1 4 314 40 0.5 0.5 1 0
ID456 3 1 2 312 41 0.5 0.5 1 0
ID457 2 1 3 213 55 0.5 0.5 1 0
ID458 1 1 2 112 34 0.5 0.5 1 0
ID459 3 2 3 323 47 0.5 0.5 0.4676 0.5324
ID46 1 1 2 112 34 0.5 0.5 1 0
ID460 2 1 1 211 52 0.5 0.5 0.5365 0.4635
ID461 1 1 3 113 40 0.5 0.5 1 0
ID462 3 1 1 311 39 0.5 0.5 0.4676 0.5324
ID463 3 2 1 321 41 0.5 0.5 0 1
ID464 3 2 2 322 41 0.5 0.5 0.4676 0.5324
ID465 2 1 1 211 52 0.5 0.5 0.5365 0.4635
ID466 1 2 1 121 50 0.5 0.5 0 1
ID467 2 1 2 212 34 0.5 0.5 1 0
ID468 3 1 4 314 40 0.5 0.5 1 0
ID469 1 2 1 121 50 0.5 0.5 0 1
ID47 3 1 2 312 41 0.5 0.5 1 0
ID470 2 2 3 223 44 0.5 0.5 0.5365 0.4635
ID471 1 1 4 114 45 0.5 0.5 1 0
ID472 2 1 2 212 34 0.5 0.5 1 0
ID473 2 1 2 212 34 0.5 0.5 1 0
ID474 3 2 3 323 47 0.5 0.5 0.4676 0.5324
ID475 2 2 2 222 30 0.5 0.5 0.5365 0.4635
ID476 2 1 1 211 52 0.5 0.5 0.5365 0.4635
ID477 2 2 3 223 44 0.5 0.5 0.5365 0.4635
ID478 2 2 3 223 44 0.5 0.5 0.5365 0.4635
ID479 2 2 1 221 26 0.5 0.5 0 1
ID48 2 2 3 223 44 0.5 0.5 0.5365 0.4635
ID480 3 2 4 324 54 0.5 0.5 0 1
ID481 1 1 4 114 45 0.5 0.5 1 0
ID482 1 2 1 121 50 0.5 0.5 0 1
ID483 3 1 3 313 40 0.5 0.5 1 0
ID484 3 2 4 324 54 0.5 0.5 0 1
ID485 3 1 4 314 40 0.5 0.5 1 0
ID486 3 2 1 321 41 0.5 0.5 0 1
ID487 2 1 1 211 52 0.5 0.5 0.5365 0.4635
ID488 1 1 4 114 45 0.5 0.5 1 0
ID489 1 2 1 121 50 0.5 0.5 0 1
ID49 1 1 2 112 34 0.5 0.5 1 0
ID490 3 1 3 313 40 0.5 0.5 1 0
ID491 2 2 2 222 30 0.5 0.5 0.5365 0.4635
ID492 2 1 1 211 52 0.5 0.5 0.5365 0.4635
ID493 3 2 1 321 41 0.5 0.5 0 1
ID494 1 1 3 113 40 0.5 0.5 1 0
ID495 3 2 1 321 41 0.5 0.5 0 1
ID496 3 2 1 321 41 0.5 0.5 0 1
ID497 1 1 4 114 45 0.5 0.5 1 0
ID498 1 2 1 121 50 0.5 0.5 0 1
ID499 3 2 4 324 54 0.5 0.5 0 1
ID5 3 2 2 322 41 0.5 0.5 0.4676 0.5324
ID50 2 2 1 221 26 0.5 0.5 0 1
ID500 3 1 4 314 40 0.5 0.5 1 0
ID501 2 1 4 214 46 0.5 0.5 1 0
ID502 2 1 1 211 52 0.5 0.5 0.5365 0.4635
ID503 3 1 4 314 40 0.5 0.5 1 0
ID504 2 1 1 211 52 0.5 0.5 0.5365 0.4635
ID505 3 2 2 322 41 0.5 0.5 0.4676 0.5324
ID506 3 2 4 324 54 0.5 0.5 0 1
ID507 2 1 3 213 55 0.5 0.5 1 0
ID508 3 1 3 313 40 0.5 0.5 1 0
ID509 3 1 1 311 39 0.5 0.5 0.4676 0.5324
ID51 1 1 4 114 45 0.5 0.5 1 0
ID510 1 2 4 124 26 0.5 0.5 0 1
ID511 3 1 4 314 40 0.5 0.5 1 0
ID512 1 1 1 111 47 0.5 0.5 0.4982 0.5018
ID513 2 2 3 223 44 0.5 0.5 0.5365 0.4635
ID514 1 2 2 122 40 0.5 0.5 0.4982 0.5018
ID515 3 2 4 324 54 0.5 0.5 0 1
ID516 3 1 1 311 39 0.5 0.5 0.4676 0.5324
ID517 2 1 3 213 55 0.5 0.5 1 0
ID518 2 1 4 214 46 0.5 0.5 1 0
ID519 1 2 2 122 40 0.5 0.5 0.4982 0.5018
ID52 1 1 1 111 47 0.5 0.5 0.4982 0.5018
ID520 2 1 2 212 34 0.5 0.5 1 0
ID521 3 2 3 323 47 0.5 0.5 0.4676 0.5324
ID522 3 1 2 312 41 0.5 0.5 1 0
ID523 3 1 4 314 40 0.5 0.5 1 0
ID524 2 2 1 221 26 0.5 0.5 0 1
ID525 1 2 1 121 50 0.5 0.5 0 1
ID526 2 2 1 221 26 0.5 0.5 0 1
ID527 3 1 1 311 39 0.5 0.5 0.4676 0.5324
ID528 2 2 1 221 26 0.5 0.5 0 1
ID529 3 2 2 322 41 0.5 0.5 0.4676 0.5324
ID53 3 1 1 311 39 0.5 0.5 0.4676 0.5324
ID530 3 2 4 324 54 0.5 0.5 0 1
ID531 1 2 1 121 50 0.5 0.5 0 1
ID532 2 1 3 213 55 0.5 0.5 1 0
ID533 2 2 1 221 26 0.5 0.5 0 1
ID534 2 2 3 223 44 0.5 0.5 0.5365 0.4635
ID535 2 1 4 214 46 0.5 0.5 1 0
ID536 2 2 4 224 44 0.5 0.5 0 1
ID537 1 2 2 122 40 0.5 0.5 0.4982 0.5018
ID538 1 2 3 123 44 0.5 0.5 0.4982 0.5018
ID539 3 2 4 324 54 0.5 0.5 0 1
ID54 1 2 3 123 44 0.5 0.5 0.4982 0.5018
